"Time";"dep";"mood_irritat";"pat_agitate";"se_selfdoub";"event_pleas";"event_disturb"
40;2,8307557977438;2,14302329989997;2,67890643411212;2,78979808943612;-1,08886344730854;5,18109564754096
41;2,83077443153858;1,90108716216954;2,67617219024234;2,84697706731302;-0,986250233650207;5,21254844286225
42;2,83079251512289;1,57321565124122;2,12813902563519;2,18633519804903;-0,736206844449043;5,07830087027766
43;2,83081008517742;1,49248836460439;1,82949396305614;1,9277435030256;-0,285120141506195;4,55001527341929
44;2,83082716004252;1,44302219423381;1,79128629797035;1,90164133267743;0,0588100999593735;4,22643746164712
45;2,83084372137785;1,41096552732316;1,76389490895801;1,89405862720949;0,129650220274925;4,16156656701456
46;2,71615804129839;1,476825973527;2,06006441679266;1,90403726590531;-0,168609595298767;4,82518984648314
47;2,21547422137856;1,9850856912407;2,93692635082536;2,50253905994552;-0,373211377859116;4,89918384226886
48;2,2154882884264;1,95312668247656;2,90820356872347;2,9186568953363;-0,247714084386826;5,1592921695926
49;2,21550307074785;2,57682969150218;3,73465929677089;2,74578876899821;-1,64569066166878;5,40761323950507
50;2,21551744958162;2,44766917757013;2,88746736115879;2,82433362411601;-0,675446084141731;5,07190972634337
51;2,21553138824701;2,07955397936431;2,56054913335376;2,86288679497583;-0,271873915195465;5,22982436147603
52;2,21554494176507;2,13088055970994;2,74114360163609;2,87901606517179;-0,644178456068039;5,08357138254426
53;2,2155580734551;1,89742838320407;2,31671038766702;2,18679858690926;0,105760827660561;4,99398102543571
54;2,21557083833814;1,8165130845525;2,10243199268977;1,91299863798278;0,161465615034103;4,740407301621
55;2,21558323641419;2,08664476397363;2,61424862841765;2,3516516137336;-0,134253627061844;5,17512681606141
56;2,21559524934292;2,16659459539435;3,09607797198825;2,4907248328839;-0,747976270318031;5,20631597462026
57;2,21560691380501;2,12517992339351;2,90534924632973;2,63226018673075;-0,589341819286346;5,23148953440514
58;2,21561824814081;1,8636999248781;2,61303138070636;2,75193323487682;-0,216595661640167;5,25353858890859
59;2,21562925235033;1,87864996221932;2,10573305851883;2,18414876929351;-0,201066690683365;5,21148039129647
60;2,21563990809321;1,89522643996911;2,24491837289598;2,04803388246468;-0,171440672874451;5,06628514148972
61;2,21565027039051;2,12381698868491;2,29415005942186;2,87672360653856;-0,166974622011185;5,22616877880963
62;2,21566032090187;2,17278951067816;1,90426595343484;2,74680209798472;-0,65162438750267;5,38503121449189
63;2,21567007796764;2,3356984122233;2,93674289186796;3,01315521581897;-0,669256514310837;5,69423832676627
64;2,21567954158783;1,90569704093716;2,41433078878456;2,81293492311878;0,094618484377861;5,31889037855647
65;2,21568873010278;2,08568485690789;2,53236923615138;2,85781736778361;0,154827445745468;5,64444500648163
66;2,21569764351249;2,31364140795036;2,26555234690507;2,18648910469243;0,188403636217117;5,61256101862951
67;2,21570630015731;1,59965412589637;1,70264143579536;1,91253801328795;0,675332176685333;4,98264982619069
68;2,21571470003724;1,70683962174437;1,95549139628808;2,06672188586422;0,703371044993401;5,21389047869227
69;2,21572284315228;1,8184644701806;1,9951156742043;1,84576376820249;0,782856497168541;4,87594786421819
70;2,21573074784279;1,74111427434466;1,99661106864611;1,87998824460166;0,79295354783535;4,27131497893821
71;2,2157384324491;1,83352444795045;2,00895332462258;2,05471620282957;0,824864137172699;4,91248447922143
72;2,21574587863088;1,53700699183074;2,01914323369662;1,84159200532096;0,829646837711334;4,69209254058925
73;2,21575308638811;1,65077289600264;2,51865684489409;2,28792654456837;0,364100641012192;5,19221791489558
74;2,21576011074185;2,47841141101989;2,7874204284615;2,42164956512196;-0,753934317827225;5,69279700788585
75;2,21576691501141;2,16797600551085;2,67589209477107;2,56326977363122;-0,525849199295044;5,783977790651
76;2,21577351753712;2,69037172469226;3,09102622667948;2,69753669262198;-1,12777127623558;5,86178779872981
77;2,17277808660153;2,77252690629526;3,5080217561788;2,91093065270356;-1,81721524596214;5,91577338901433
78;1,98499017057419;2,05004579438405;3,28742266694705;3,82079758601529;-1,74197955727577;5,56926525858316
79;1,98499583774209;2,61950842765245;3,58246519333786;3,21978096637343;-0,925531196594238;5,59215098483996
80;1,98500157827139;2,26152036948638;3,35300991932551;2,77415080262082;-0,336111909151077;6,04608451845971
81;1,9850071353972;2,90481493689797;3,68966502944628;3,23047978164894;-1,05236344337463;6,09273343804208
82;1,98501254580021;3,10943763296713;3,44988890323374;3,04204507305154;-0,680035716295242;6,08980384198102
83;1,98501779114008;2,32934622737494;2,5873363547855;2,18535830027291;0,09921795129776;5,70134584334764
84;1,98502287141681;2,4308223135092;2,76078266898791;1,91082511735814;-0,194498872756958;5,67715500159697
85;1,98502782331109;2,65712201324376;2,89826164311833;2,34931404250009;-0,783676397800446;6,09110186723146
86;1,98503261014223;1,94290147450837;2,61899714999729;2,10493008366653;-0,81622349023819;5,70741799202832
87;1,98503725025058;2,02101974053816;2,83926430592934;1,86762913955109;-1,25732941925526;5,50138012387536
88;1,98504176197648;2,56310048225251;3,26662509226137;2,31046072500093;-1,06316630244255;5,67557341131297
89;1,98504614531994;2,44127334518866;3,34445696406894;2,58005783600467;-1,12393561601639;5,77779439904473
90;1,9850503819406;3,05372620103034;3,33304924931791;3,08034911858184;-1,88767221570015;6,02929321202365
91;1,98505449017882;2,85547948560931;3,44969779584143;2,93936950380781;-0,766267916560173;6,04286955026063
92;1,98505848837495;2,58641364493153;2,73545597162512;2,75696985716266;-0,42720747590065;5,34332323751666
93;1,98506237652898;2,13689944080331;2,52868335280153;2,90622137699808;0,190107667446136;4,78541417690841
94;1,98506613630056;1,60515553030101;1,71488773160511;2,89064560950335;1,54576807022095;4,4188422086564
95;1,98506978603005;1,71216129579327;1,97006296614806;1,82917714597923;1,44455342888832;4,18875118954615
96;1,98507332571745;1,97420246966861;2,46840954820315;1,87169611347573;0,728971964120865;5,1326586516066
97;1,98507675536275;2,28746773031625;2,75914779967732;2,05224454349705;-0,292816525697708;5,64005954834548
98;1,9850800933063;2,01770367337899;2,63524288187424;1,95882717200688;0,0877760589122772;5,75105236199769
99;1,98508332120776;2,57456995479085;2,82004091805882;2,31821543883;0,283152306079864;5,54710464450446
100;1,98508645740747;2,22743747654286;2,54166691833072;1,83007174623864;0,617655450105667;5,43554636565122
101;1,98508950190544;2,25541599365798;2,55049272709423;2,45182288331645;-0,0951773464679718;4,96780359474095
102;1,98509245470166;1,92306983199987;2,08789542979664;2,89504326919892;-1,20646571218967;4,85701238973574
103;1,98509531579614;1,58480223539201;2,15204990903537;2,7269054578085;-0,175747779011726;5,22675214436921
104;1,98509808518887;1,69266460903666;2,52278148465686;2,8137067902301;-0,155581864714623;5,08287434347651
105;1,9851007812202;1,95153169401667;2,56266499393516;2,85815253587706;-0,660987961292267;5,29962266507474
106;1,98510340389013;2,10687851973555;2,77704456696908;2,18649411148259;-1,15771837830544;5,47026404061101
107;1,98510593485832;2,24518766389652;2,91172418660588;1,92876608776195;-1,25188671946526;5,53341081873937
108;1,85556885287878;1,80156891115687;2,63282340102726;1,92100733784693;-0,756407156586647;4,91263432123444
109;1,29281389456987;1,95004605366425;2,8600356678168;2,51389195663588;-0,290721040964127;5,43098911880092
110;1,29281594868898;2,55231091109189;3,2851822235518;3,03185475724084;-0,351618820428848;5,90617193552581
111;1,29281811285019;2,42903933945027;3,36104354345136;3,15956180649144;-1,38188210129738;5,95156390694055
112;1,29282020365;2,46912996199998;3,01565173930592;3,27161254467709;-1,59383292198181;5,72351560267535
113;1,29282223942876;2,37180199541829;3,01221475253503;3,5528859858002;-1,55169779658318;5,57180279222402
114;1,29282422018647;2,67811528864232;3,01462861067719;4,05966799812658;-2,32497754693031;5,0745540830222
115;1,29282612758279;2,77202804657546;3,01557474997309;4,18522202329976;-1,65408057570457;4,83759620108388
116;1,29282799829841;2,85845015468923;3,88265332662397;3,99284719250032;-1,17280544638634;5,08692315288565
117;1,29282979565263;2,73740348829464;4,05076520227724;3,79810696201665;-1,66876025795937;5,45863737978719
118;1,29283155632615;3,33984955129298;3,8637311524815;3,85098468991263;-1,44048043489456;5,76321321454915
119;1,29283324363828;3,2085378701714;3,08768568105168;3,18639183736273;-0,379382130503654;5,55899520489303
120;1,2928348942697;3,04161241718314;3,14284463475148;3,03059171353068;-0,456006687879562;5,16035822711208
121;1,29283648988008;2,29950925843282;3,06510295636124;2,8909473077261;-1,84097052812576;4,72674182870171
122;1,29283803046942;2,93305586481636;3,1439372267988;1,9461868000882;-1,90119323134422;5,32077650590376
123;1,29283953437805;3,97536584463986;4,00490680419736;2,96054578466075;-2,10580422282219;5,80836129086939
124;1,29284100160599;3,13388041339137;3,31417127450307;3,24988603937839;-0,978426370024681;5,58897659318014
125;1,29284241381288;2,88524675064466;2,75840080612236;2,77408229666097;0,049084484577179;5,02881535007195
126;1,29284378933907;3,17471778460524;3,04310374210278;2,84392689062016;-0,163437831401825;5,5679204843261
127;1,29284512818456;3,12748052112081;3,44097974234157;3,28984378012163;-0,673791486024857;5,84760009971532
128;1,292846412009;3,19988920946013;3,51628315117624;3,60699648090771;-1,17311515212059;5,63337751003829
129;1,29284765915275;3,9423444040797;4,36251942730612;3,60211252700537;-0,702078333497048;5,61089884015647
130;1,29284888795614;3,72219805080782;4,16624649862448;2,82916176212685;-0,241534891724587;5,72248990156434
131;1,29285006173849;4,5407190986655;4,13349955280622;3,27735413344843;-0,571487098932266;5,96394915607843
132;1,29285119884014;3,90483314273032;3,54270225101047;3,41016849981887;-0,835415217280388;5,7359474030408
133;1,29285231760144;2,9430196556178;3,07575172848172;3,12731658986637;-0,491582626104355;5,70304142209617
134;1,29285339968204;2,59807458045808;3,12470827500025;2,8791846547808;0,0697446465492249;5,67418113621798
135;1,29285444508195;2,70541366257451;3,50053872995906;3,32060643764479;-0,228487229347229;5,77529079534791
136;1,29285545380115;2,81781578538093;3,07823612458176;3,09165942988225;-0,395029136538505;6,0042941543189
137;1,29285644418001;1,94474705037746;2,78058468633228;2,86049485313041;0,129267334938049;5,63836891678247
138;1,29285739787817;1,59823931279508;2,75357993774944;2,18641016951629;0,175736904144287;5,33691014620391
139;1,29285831489563;1,50713659348813;2,14860119587845;1,9288928221379;0,67036606669426;5,05634271827611
140;1,29285921357274;1,45226285877553;2,28384118775527;1,92106882748859;0,699134868383408;4,72215007516471
141;1,29286007556915;1,41705332967368;2,10968355006642;2,06688348523208;0,780892300605774;4,37052727964791
142;1,29286093756556;1,48548417402939;2,27000587847498;1,84790911419051;0,725256270170212;4,15201899273829
143;1,29286174454093;2,05069425431165;2,85307661361165;2,29335015001042;-0,106311464309692;4,66932626881383
144;1,29286255151629;1,93678210201589;2,10126396185822;2,07798674649426;0,317607879638672;4,93503254922954
145;1,29286332181096;1,98022233017466;2,17633892099063;1,85371824247496;0,302417039871216;4,64312648908659
146;1,37846925081263;2,27454417469827;2,71390536675851;2,04716250805983;0,0536906391382217;4,17550218511711
147;2,44551448233724;2,20982442863963;3,18506401114994;1,95532867738179;-0,400818622112274;5,04713632979176
148;2,44589845588803;2,26411418007179;2,95054406589932;2,83118579390326;-0,600508219003677;5,33441651544788
149;2,44592237170339;1,93772115422921;2,90173141161601;2,1568108605487;-0,251008546352386;5,0105476684191
150;2,44594478361011;2,45001732287082;2,9645069754786;1,89720805468304;0,217326202988624;4,94670136950233
151;2,44596657194495;2,2841058102521;2,12969993717141;1,89165781917317;0,670780864357948;4,53705524720929
152;2,44598775504827;1,92726435986432;2,23764288673798;1,89023336129529;0,365151822566986;4,70632508668033
