"dep";"mood_irritat";"pat_agitate";"se_selfdoub";"event_pleas";"event_disturb";"time"
-1,52606924821533;0,887091665480618;0,599041401136638;0,220688139493015;-1,82275292194857;-0,17187448813482;1
-0,0109620961006445;-2,8422557503984;-1,13566330635468;-0,664591415675077;2,70308154188365;-0,467815937255921;2
-0,0172239540805861;-0,757443076463963;-0,0635291554351545;-0,0200861360742508;-1,0663656736;0,072250642115983;3
-0,0174891627021769;-2,7750209555821;-1,09207064008412;-0,934087143718967;1,96448743562555;-0,610263202667863;4
-0,0219841720745215;0,893061271016826;0,918001657084449;0,335138818676645;-1,00792553624384;-0,362926651162399;5
-0,0119073710887285;-1,56699512922504;-0,749290425663618;-0,0558666658090945;1,11056344859989;-0,312961921591832;6
-0,0185981363238215;-0,346862469313839;-0,310706918214413;0,195090536862542;-0,762393934648259;0,663642189545395;7
-0,0260457073140827;0,255173508188683;0,297570739076365;0,927344202742298;-1,45614082444261;0,266350319372744;8
-0,0182753150994173;-1,74550328886452;-0,0855763706950068;1,23784766259598;0,515121358060992;-0,750486313783526;9
-0,0120553126697249;1,64263073636348;1,22420281607449;1,25606184577242;-1,69154241190675;0,739537016863742;10
-0,00976096965877815;0,135472195375533;-0,185974632473671;0,240337249541306;0,635918755280985;0,584351753412495;11
-0,01245928525818;-0,838614719238008;0,845958548227003;0,164251182568772;1,72640654875881;-0,68241692747443;12
-0,0111894059731927;1,4908898927493;1,32242092509898;0,938746346218738;-1,75870038740325;1,63751159763954;13
-0,0199315978694359;-0,451959541484639;-0,767555893145807;-0,101720055077265;1,1252714836359;-0,296989376607948;14
-0,0160214422504423;1,58414255258315;0,616940497272318;1,3519686438188;-1,06393776698849;1,77020181244048;15
-0,0246895359759454;0,91456687448652;-0,0778913304004369;0,718598453973512;-1,48258371176459;-0,0307884419575526;16
-0,0194982703790041;1,03069815294037;0,00474589998551433;0,672057478259002;-0,377328620827473;0,339959094768171;17
-0,0161041317078756;-2,05607440329635;0,68250806882901;1,17802861596541;1,60218954928231;-0,903865169408135;18
-0,0121981621497387;1,10156272880555;0,659893848891266;-0,155465055409717;-0,253580676165025;0,059064443037868;19
-0,0119966130992779;-0,00415516276895911;-0,243839257431217;-0,619483163980529;0,634499391079678;0,185742535947099;20
-0,0138945995009334;0,807048035160745;-0,349009302740455;0,280732198791903;-0,926968451164365;0,0749885049731951;21
-0,0119933324759156;1,08477999827955;0,817171967866407;0,157731454159991;-1,12523080031914;0,450773540656891;22
-0,0133104624443892;0,668685273720142;0,498016046887257;0,135834869314244;0,12721638288929;0,0240231350527385;23
-0,0107481829168359;0,457115884030374;0,460788836959465;-0,670140662156493;1,0540066253539;2,8803733009191;24
-0,0247436339207754;0,537551064156806;0,454620122053304;-0,530508834726076;0,88326552719379;0,290140650288852;25
-0,0137975367339194;0,52827965893449;0,287903114814328;0,0323101455516719;-0,749261323799982;0,60316898547552;26
